Age,Annual Income,Home Ownership,Employment Length (Years),Loan Purpose,Loan Grade,Loan Amount,Interest Rate (%),Loan to Income Ratio,Previous Default History,Credit History Length (Years),Debt to Income Ratio,Credit Utilization Ratio,Number of Open Credit Accounts,Number of Late Payments,"Loan Status (0=Approved, 1=Default)"
38,83811,MORTGAGE,0,PERSONAL,A,16417,20.04,0.2,N,10,0.51,0.74,5,9,1
26,107980,RENT,2,PERSONAL,B,19061,7.67,0.18,N,3,0.15,0.5,8,2,0
26,130234,RENT,7,PERSONAL,C,37491,14.6,0.29,N,3,0.33,0.45,7,3,0
27,50314,RENT,3,PERSONAL,D,19047,11.56,0.38,N,8,0.44,0.41,4,7,1
55,130034,MORTGAGE,5,EDUCATION,A,19706,6.57,0.15,N,8,0.58,0.11,13,6,0
35,42228,OWN,4,EDUCATION,E,12319,10.98,0.29,N,15,0.09,0.69,12,6,0
52,115839,MORTGAGE,23,VENTURE,A,4304,12.46,0.04,N,12,0.19,0.52,1,4,0
29,62369,OWN,2,MEDICAL,B,22107,17.49,0.35,N,7,0.33,0.94,3,7,1
26,46201,MORTGAGE,3,EDUCATION,B,30309,17.65,0.66,Y,2,0.55,0.76,4,5,1
21,58526,OWN,0,PERSONAL,B,20014,11.83,0.34,N,1,0.38,0.22,2,8,0
27,137957,OWN,5,HOMEIMPROVEMENT,E,26600,8.19,0.19,Y,4,0.47,0.49,14,10,1
42,43555,OWN,19,PERSONAL,C,20333,6.86,0.47,Y,11,0.1,0.54,3,5,1
54,36673,OWN,35,EDUCATION,A,24707,17.03,0.67,N,11,0.16,0.44,7,1,0
38,34039,OWN,9,VENTURE,D,23209,9.59,0.68,N,16,0.54,0.79,12,11,1
25,124970,RENT,6,EDUCATION,D,13479,19.24,0.11,Y,5,0.44,0.56,3,5,1
28,130861,MORTGAGE,1,PERSONAL,D,18263,15.25,0.14,N,7,0.21,0.75,9,11,1
22,26645,MORTGAGE,3,EDUCATION,E,6232,12.41,0.23,Y,2,0.47,0.19,8,6,1
45,60934,MORTGAGE,14,VENTURE,B,49884,12.24,0.82,N,11,0.48,0.56,12,3,0
62,41689,OWN,38,EDUCATION,C,23925,14.79,0.57,N,5,0.46,0.56,11,1,0
31,73634,RENT,11,EDUCATION,A,35633,20.36,0.48,N,11,0.17,0.13,5,11,1
43,144984,RENT,10,HOMEIMPROVEMENT,A,33720,11.74,0.23,N,20,0.37,0.78,8,1,0
63,127814,MORTGAGE,11,HOMEIMPROVEMENT,A,10964,10.78,0.09,N,1,0.26,0.48,4,7,0
22,20015,MORTGAGE,1,VENTURE,D,17005,14.28,0.85,N,1,0.17,0.62,1,8,1
56,90597,MORTGAGE,2,PERSONAL,C,26489,15.12,0.29,N,18,0.17,0.64,6,9,0
28,94642,MORTGAGE,8,EDUCATION,B,39700,7.58,0.42,N,8,0.26,0.19,5,8,0
57,83226,OWN,17,PERSONAL,B,15901,14.91,0.19,N,12,0.35,0.91,7,1,0
52,98291,RENT,27,HOMEIMPROVEMENT,D,8235,8.83,0.08,N,3,0.58,0.57,8,6,1
60,36023,MORTGAGE,2,PERSONAL,B,2685,6.9,0.07,N,24,0.51,0.28,12,4,0
27,117151,OWN,4,EDUCATION,A,36434,19.0,0.31,N,1,0.54,0.68,1,8,1
55,112694,OWN,32,MEDICAL,B,23757,9.68,0.21,N,36,0.52,0.42,8,7,0
27,113944,MORTGAGE,4,VENTURE,C,15017,11.49,0.13,Y,2,0.3,0.38,7,4,0
52,117035,RENT,12,EDUCATION,B,28794,7.77,0.25,N,25,0.07,0.62,9,5,0
41,113419,OWN,15,EDUCATION,B,34649,17.13,0.31,N,3,0.33,0.22,14,1,0
54,74431,RENT,28,HOMEIMPROVEMENT,D,41385,8.42,0.56,Y,7,0.06,0.15,7,5,1
30,110298,OWN,7,PERSONAL,E,41428,13.46,0.38,Y,4,0.54,0.82,12,8,1
46,33698,RENT,22,MEDICAL,A,6578,14.63,0.2,Y,4,0.13,0.87,6,10,1
21,33854,RENT,1,MEDICAL,D,3159,17.34,0.09,N,2,0.21,0.37,9,7,1
44,103804,RENT,14,HOMEIMPROVEMENT,B,42581,9.27,0.41,N,18,0.58,0.41,4,1,0
37,39873,MORTGAGE,8,EDUCATION,E,19908,8.27,0.5,N,6,0.23,0.93,3,0,1
54,69294,RENT,9,EDUCATION,D,38349,8.96,0.55,Y,31,0.07,0.81,6,9,1
33,36448,OWN,3,HOMEIMPROVEMENT,C,14112,12.82,0.39,N,8,0.16,0.91,3,10,0
26,137832,RENT,6,PERSONAL,D,27015,10.78,0.2,N,4,0.53,0.71,14,3,0
30,71649,RENT,2,VENTURE,A,11058,15.58,0.15,Y,2,0.13,0.2,7,11,1
33,135060,OWN,7,MEDICAL,A,2949,18.53,0.02,N,9,0.37,0.83,14,8,1
41,145234,MORTGAGE,13,MEDICAL,A,30346,13.55,0.21,N,18,0.07,0.48,7,1,0
60,90726,OWN,31,EDUCATION,A,41495,15.34,0.46,N,20,0.53,0.17,7,10,1
42,131672,RENT,1,EDUCATION,B,1097,19.79,0.01,Y,19,0.41,0.56,8,7,1
41,102593,RENT,18,HOMEIMPROVEMENT,B,8312,20.36,0.08,N,2,0.31,0.36,10,4,0
38,107938,OWN,16,PERSONAL,A,10797,19.5,0.1,N,18,0.24,0.79,1,10,0
41,23726,RENT,0,VENTURE,E,5806,15.02,0.24,N,19,0.26,0.48,1,0,1
64,76799,MORTGAGE,22,MEDICAL,B,34932,20.22,0.45,Y,28,0.32,0.45,3,2,1
59,95713,MORTGAGE,31,HOMEIMPROVEMENT,A,31220,15.87,0.33,N,17,0.11,0.42,8,2,0
35,103038,MORTGAGE,15,EDUCATION,C,4017,16.64,0.04,N,11,0.45,0.1,5,11,1
64,72204,RENT,28,HOMEIMPROVEMENT,A,38571,9.65,0.53,N,31,0.31,0.25,9,0,0
34,147360,RENT,12,PERSONAL,E,14570,6.49,0.1,N,6,0.15,0.41,3,3,0
26,125494,RENT,3,MEDICAL,B,30389,8.3,0.24,N,3,0.41,0.85,12,5,0
44,130478,MORTGAGE,16,MEDICAL,D,21221,21.64,0.16,N,14,0.4,0.49,14,2,0
28,111502,MORTGAGE,4,MEDICAL,A,43109,14.82,0.39,N,8,0.38,0.45,8,0,0
54,44217,RENT,4,HOMEIMPROVEMENT,B,33994,9.0,0.77,N,29,0.21,0.88,6,2,0
24,81627,OWN,0,EDUCATION,C,38804,7.49,0.48,Y,4,0.33,0.71,5,9,1
62,58243,RENT,37,VENTURE,E,27657,14.87,0.47,N,25,0.32,0.71,5,9,1
54,84356,RENT,19,VENTURE,A,9252,18.42,0.11,N,7,0.49,0.4,2,2,0
44,118746,MORTGAGE,2,VENTURE,C,5652,12.15,0.05,N,14,0.07,0.43,10,2,0
63,24722,MORTGAGE,25,MEDICAL,A,9911,11.5,0.4,N,20,0.44,0.18,14,10,0
35,108529,RENT,2,MEDICAL,D,35033,12.21,0.32,N,10,0.2,0.53,7,7,0
41,107208,MORTGAGE,8,HOMEIMPROVEMENT,D,34193,21.63,0.32,N,4,0.47,0.94,1,4,1
23,41605,OWN,3,HOMEIMPROVEMENT,C,7722,17.29,0.19,N,3,0.39,0.13,11,10,0
22,65853,MORTGAGE,2,PERSONAL,B,33275,6.07,0.51,N,3,0.56,0.39,4,4,0
22,55011,MORTGAGE,1,VENTURE,C,35528,8.46,0.65,N,1,0.57,0.11,6,4,1
63,52795,OWN,20,PERSONAL,B,20875,7.7,0.4,N,38,0.21,0.37,6,9,0
39,143422,OWN,1,VENTURE,B,42745,20.01,0.3,N,4,0.39,0.17,2,9,1
63,115024,MORTGAGE,24,MEDICAL,B,45105,19.94,0.39,N,7,0.26,0.6,8,0,0
43,92920,RENT,1,EDUCATION,A,23553,20.99,0.25,Y,20,0.19,0.66,2,1,1
52,77225,MORTGAGE,10,EDUCATION,C,18221,21.5,0.24,N,17,0.11,0.55,5,7,0
48,108941,OWN,24,EDUCATION,D,13803,8.95,0.13,N,18,0.08,0.32,14,4,0
41,100192,RENT,7,VENTURE,B,19656,10.06,0.2,N,16,0.06,0.35,7,5,0
33,61984,OWN,1,HOMEIMPROVEMENT,A,47525,10.09,0.77,N,14,0.24,0.54,6,6,1
42,20908,MORTGAGE,11,MEDICAL,A,5617,21.75,0.27,N,8,0.29,0.46,12,8,0
25,88011,OWN,2,HOMEIMPROVEMENT,D,5255,14.64,0.06,N,6,0.38,0.68,12,9,0
27,40746,OWN,6,EDUCATION,D,33651,17.23,0.83,N,6,0.24,0.9,5,4,1
28,47445,RENT,1,VENTURE,B,17198,12.22,0.36,N,6,0.19,0.59,9,7,0
29,145332,RENT,2,MEDICAL,A,19302,16.6,0.13,N,10,0.34,0.68,9,10,0
61,80496,MORTGAGE,0,PERSONAL,D,5905,7.85,0.07,N,27,0.51,0.49,9,2,1
29,77924,RENT,0,EDUCATION,C,23881,14.31,0.31,N,7,0.2,0.45,4,10,0
26,97952,MORTGAGE,6,VENTURE,C,42382,9.35,0.43,Y,7,0.42,0.76,7,4,1
31,52254,OWN,3,PERSONAL,E,40756,14.52,0.78,N,1,0.25,0.49,5,6,1
41,97709,OWN,1,MEDICAL,D,27698,9.41,0.28,N,6,0.39,0.93,2,1,1
25,58493,OWN,0,VENTURE,E,4959,6.16,0.08,N,2,0.5,0.55,2,9,1
56,123801,OWN,9,PERSONAL,B,17645,20.54,0.14,N,7,0.23,0.62,8,6,0
48,82904,RENT,2,EDUCATION,A,3611,19.35,0.04,Y,29,0.24,0.32,8,2,0
37,125649,MORTGAGE,4,PERSONAL,A,33813,13.07,0.27,N,1,0.22,0.41,6,7,0
60,95414,MORTGAGE,2,EDUCATION,C,11377,11.23,0.12,N,8,0.5,0.78,5,9,0
56,130118,OWN,15,EDUCATION,D,28127,18.2,0.22,N,21,0.13,0.42,7,9,1
21,82744,RENT,2,VENTURE,A,9619,10.38,0.12,Y,1,0.31,0.37,6,8,1
59,139619,MORTGAGE,0,MEDICAL,A,35395,15.33,0.25,Y,35,0.13,0.79,4,2,1
21,132878,OWN,0,HOMEIMPROVEMENT,A,1037,6.81,0.01,N,1,0.13,0.63,9,8,0
33,103869,MORTGAGE,0,EDUCATION,C,24116,7.26,0.23,N,6,0.23,0.93,10,9,1
60,110488,RENT,33,PERSONAL,B,6363,13.18,0.06,N,13,0.58,0.38,10,1,0
59,114426,RENT,28,EDUCATION,E,2518,21.22,0.02,N,27,0.29,0.69,3,3,0
46,53037,MORTGAGE,21,HOMEIMPROVEMENT,C,23523,14.84,0.44,Y,25,0.46,0.34,6,7,1
38,63007,OWN,0,MEDICAL,D,21739,12.84,0.35,N,9,0.57,0.81,5,11,1
63,76805,RENT,19,HOMEIMPROVEMENT,C,2986,9.4,0.04,N,2,0.5,0.7,10,4,0
56,81365,RENT,16,HOMEIMPROVEMENT,C,13780,8.05,0.17,N,35,0.3,0.5,11,2,0
49,61486,MORTGAGE,11,PERSONAL,B,28236,15.23,0.46,Y,29,0.06,0.41,14,4,1
62,59599,OWN,7,VENTURE,A,1968,15.05,0.03,N,3,0.46,0.25,5,8,1
57,44624,MORTGAGE,32,MEDICAL,B,21245,18.91,0.48,N,5,0.07,0.64,5,4,0
47,32501,MORTGAGE,9,HOMEIMPROVEMENT,C,3108,17.81,0.1,N,27,0.1,0.59,9,10,0
21,107834,OWN,2,PERSONAL,C,17076,12.49,0.16,N,2,0.43,0.28,3,2,0
28,130510,OWN,2,PERSONAL,B,15541,12.26,0.12,N,2,0.41,0.36,6,5,0
48,75621,MORTGAGE,11,MEDICAL,D,20604,16.92,0.27,N,22,0.16,0.86,12,10,1
32,59743,RENT,8,VENTURE,A,46987,7.66,0.79,N,3,0.56,0.7,12,4,0
24,42099,RENT,1,EDUCATION,B,31255,16.03,0.74,N,5,0.4,0.57,10,1,1
64,48205,OWN,10,HOMEIMPROVEMENT,E,16627,17.23,0.34,Y,8,0.43,0.86,14,1,1
40,107475,RENT,11,EDUCATION,B,31828,19.91,0.3,N,16,0.57,0.38,13,0,0
43,100317,OWN,13,MEDICAL,C,8910,14.87,0.09,N,9,0.23,0.52,1,2,0
45,58417,RENT,12,MEDICAL,D,28281,16.76,0.48,N,25,0.08,0.38,9,7,1
30,100562,RENT,1,HOMEIMPROVEMENT,A,42887,8.81,0.43,Y,9,0.4,0.9,5,7,1
64,48074,OWN,34,PERSONAL,B,27853,15.39,0.58,N,5,0.57,0.75,14,9,1
36,57756,MORTGAGE,8,PERSONAL,A,42198,11.21,0.73,N,9,0.4,0.58,10,7,0
32,87594,MORTGAGE,5,PERSONAL,E,12519,12.14,0.14,N,9,0.12,0.18,4,11,0
32,59915,MORTGAGE,3,VENTURE,B,16343,17.15,0.27,N,8,0.06,0.65,1,11,0
34,90543,MORTGAGE,3,EDUCATION,B,41343,18.27,0.46,N,9,0.58,0.37,13,2,1
44,112404,RENT,11,MEDICAL,D,49481,20.96,0.44,N,2,0.18,0.86,14,10,1
34,147449,RENT,11,EDUCATION,E,9150,14.5,0.06,Y,2,0.46,0.13,8,2,1
46,147795,RENT,21,HOMEIMPROVEMENT,D,15567,21.17,0.11,N,6,0.38,0.7,4,6,1
30,120727,MORTGAGE,10,EDUCATION,E,15988,20.55,0.13,N,4,0.47,0.25,2,6,1
37,100205,OWN,9,HOMEIMPROVEMENT,D,47499,12.16,0.47,N,16,0.46,0.2,14,11,1
21,45395,RENT,2,MEDICAL,C,14273,21.81,0.31,N,2,0.26,0.91,12,6,1
35,144717,OWN,9,PERSONAL,E,47485,9.26,0.33,N,15,0.21,0.54,6,0,0
56,140738,RENT,5,MEDICAL,C,5474,10.8,0.04,N,8,0.5,0.29,9,4,0
49,79638,MORTGAGE,2,EDUCATION,A,20531,15.06,0.26,Y,19,0.47,0.11,14,11,1
57,109001,RENT,16,EDUCATION,D,31580,20.33,0.29,N,30,0.48,0.63,3,9,1
52,107939,OWN,29,PERSONAL,A,15820,9.99,0.15,Y,15,0.47,0.29,7,10,1
52,144279,MORTGAGE,9,HOMEIMPROVEMENT,B,47113,12.16,0.33,N,16,0.36,0.51,9,0,0
60,43185,RENT,1,PERSONAL,D,12999,6.67,0.3,Y,6,0.26,0.56,4,11,1
40,117375,MORTGAGE,5,VENTURE,D,18084,20.08,0.15,N,7,0.39,0.14,4,5,0
61,28039,OWN,3,MEDICAL,C,7303,7.94,0.26,N,29,0.42,0.89,12,5,0
29,63262,OWN,2,VENTURE,C,21605,18.29,0.34,N,6,0.07,0.82,9,4,0
53,78560,OWN,2,PERSONAL,C,20881,15.26,0.27,N,3,0.45,0.4,13,6,1
40,125160,RENT,0,EDUCATION,A,23841,12.55,0.19,N,21,0.53,0.35,13,6,1
43,52202,OWN,0,VENTURE,D,26875,20.94,0.51,N,8,0.37,0.48,10,3,1
28,85563,MORTGAGE,4,EDUCATION,C,26339,11.86,0.31,N,3,0.55,0.81,4,6,1
34,25703,OWN,5,PERSONAL,A,11649,7.56,0.45,N,15,0.4,0.19,12,10,0
48,21648,OWN,29,MEDICAL,A,16918,8.7,0.78,Y,10,0.31,0.52,14,0,1
36,80940,MORTGAGE,3,MEDICAL,A,21835,13.07,0.27,N,14,0.35,0.32,6,8,0
57,49332,RENT,17,MEDICAL,E,24495,16.01,0.5,N,17,0.51,0.54,6,2,1
46,53893,OWN,9,MEDICAL,B,32007,10.39,0.59,N,14,0.2,0.65,4,2,0
36,124059,MORTGAGE,0,VENTURE,C,1005,14.05,0.01,N,15,0.12,0.6,3,1,0
43,77823,OWN,12,EDUCATION,D,10615,9.49,0.14,N,4,0.23,0.21,7,5,0
23,42580,RENT,1,PERSONAL,A,21291,8.39,0.5,N,1,0.1,0.7,12,0,0
61,62752,RENT,7,MEDICAL,E,43070,12.51,0.69,N,22,0.19,0.41,12,5,0
64,136041,OWN,24,PERSONAL,A,41097,16.2,0.3,N,7,0.12,0.59,3,2,0
57,114760,MORTGAGE,24,PERSONAL,D,47205,19.88,0.41,N,20,0.12,0.31,2,3,1
59,134364,RENT,15,VENTURE,A,43213,15.98,0.32,N,6,0.59,0.33,11,6,1
35,128036,RENT,13,VENTURE,C,34457,18.54,0.27,Y,9,0.54,0.85,8,6,1
56,96396,MORTGAGE,22,PERSONAL,C,43156,6.58,0.45,N,9,0.13,0.65,2,2,0
42,52125,OWN,7,HOMEIMPROVEMENT,A,18459,18.0,0.35,Y,14,0.13,0.48,14,10,1
28,24567,RENT,1,VENTURE,D,16235,9.18,0.66,N,9,0.18,0.7,8,6,1
32,22850,MORTGAGE,0,VENTURE,C,12953,11.26,0.57,Y,1,0.15,0.52,11,3,1
36,87592,OWN,8,MEDICAL,A,40994,8.35,0.47,N,12,0.41,0.72,11,10,1
31,90792,MORTGAGE,1,VENTURE,C,20019,12.07,0.22,Y,1,0.46,0.59,13,7,1
54,35690,RENT,32,MEDICAL,B,13062,10.61,0.37,N,34,0.08,0.18,6,6,0
30,82260,MORTGAGE,10,VENTURE,C,38525,21.02,0.47,Y,5,0.16,0.6,2,8,1
60,27619,RENT,35,PERSONAL,C,19226,14.51,0.7,N,40,0.16,0.27,4,3,0
24,59901,OWN,5,EDUCATION,A,6906,20.12,0.12,N,4,0.46,0.37,1,6,1
59,148353,MORTGAGE,25,PERSONAL,E,42556,16.03,0.29,N,22,0.2,0.48,11,11,1
46,56051,RENT,5,EDUCATION,C,25146,21.83,0.45,N,8,0.12,0.49,11,2,0
60,75337,MORTGAGE,24,EDUCATION,A,14350,7.21,0.19,N,37,0.05,0.92,6,1,0
61,104873,OWN,11,HOMEIMPROVEMENT,C,2358,10.47,0.02,N,28,0.25,0.5,10,11,0
32,32392,RENT,4,EDUCATION,C,16641,17.47,0.51,N,7,0.54,0.86,7,3,1
47,97733,RENT,7,VENTURE,A,16424,21.22,0.17,N,17,0.18,0.16,3,5,0
50,112588,MORTGAGE,12,PERSONAL,E,41644,7.55,0.37,Y,22,0.39,0.28,10,6,1
24,94311,RENT,2,PERSONAL,D,48632,13.4,0.52,N,1,0.37,0.24,13,10,1
29,85242,MORTGAGE,2,EDUCATION,B,29948,12.25,0.35,N,4,0.53,0.46,4,8,0
52,31023,MORTGAGE,7,HOMEIMPROVEMENT,E,25933,13.29,0.84,N,28,0.23,0.24,4,9,1
27,69768,RENT,0,HOMEIMPROVEMENT,C,21028,11.02,0.3,Y,8,0.56,0.63,10,1,1
51,96945,OWN,11,MEDICAL,A,32410,20.79,0.33,N,31,0.35,0.77,3,2,0
27,21159,RENT,2,MEDICAL,A,4722,11.16,0.22,N,1,0.47,0.19,2,3,0
27,50608,OWN,1,HOMEIMPROVEMENT,C,48287,10.05,0.95,Y,6,0.52,0.22,3,6,1
37,133831,OWN,12,MEDICAL,B,32923,20.91,0.25,N,5,0.07,0.31,1,8,0
52,112193,OWN,27,HOMEIMPROVEMENT,C,48198,7.82,0.43,N,26,0.32,0.5,3,10,0
38,140767,MORTGAGE,16,MEDICAL,B,8036,8.01,0.06,Y,3,0.54,0.27,13,0,1
38,40325,OWN,13,VENTURE,A,16185,20.26,0.4,N,13,0.41,0.89,4,11,1
49,114389,RENT,28,EDUCATION,C,34785,11.46,0.3,N,4,0.31,0.77,13,3,0
25,23236,RENT,0,HOMEIMPROVEMENT,B,3352,14.52,0.14,Y,5,0.47,0.81,3,2,1
46,69464,MORTGAGE,23,EDUCATION,D,18194,12.24,0.26,N,17,0.54,0.45,2,10,1
43,28524,OWN,11,MEDICAL,C,28328,21.87,0.99,N,24,0.21,0.79,12,10,1
64,45741,RENT,14,VENTURE,B,4599,21.54,0.1,N,30,0.23,0.12,13,3,0
63,106217,OWN,31,PERSONAL,A,13777,10.1,0.13,N,26,0.44,0.52,3,2,0
56,145607,MORTGAGE,4,MEDICAL,C,34356,10.94,0.24,N,1,0.07,0.71,5,7,0
51,74820,MORTGAGE,5,HOMEIMPROVEMENT,C,23696,19.61,0.32,N,17,0.26,0.73,9,0,0
32,35324,OWN,8,HOMEIMPROVEMENT,E,7243,11.16,0.21,N,9,0.31,0.92,14,5,0
38,139988,RENT,9,PERSONAL,D,30312,7.66,0.22,N,2,0.32,0.45,5,4,0
39,146822,OWN,13,VENTURE,B,39049,17.65,0.27,N,16,0.11,0.57,11,8,0
23,36673,OWN,0,EDUCATION,A,28056,14.63,0.77,N,4,0.21,0.89,14,4,1
41,95324,RENT,14,VENTURE,C,38210,10.86,0.4,N,5,0.42,0.12,11,6,0
38,125466,RENT,19,EDUCATION,A,9055,15.26,0.07,N,12,0.08,0.32,12,4,0
36,125824,RENT,11,EDUCATION,C,6409,18.79,0.05,N,13,0.46,0.28,9,10,1
60,48756,OWN,24,PERSONAL,D,11304,11.67,0.23,N,23,0.32,0.46,14,10,0
59,25877,RENT,1,VENTURE,A,16833,10.4,0.65,N,27,0.36,0.74,7,7,1
64,133741,RENT,33,HOMEIMPROVEMENT,C,15497,13.05,0.12,N,4,0.35,0.27,10,1,0
38,146252,OWN,14,MEDICAL,A,24490,10.66,0.17,N,10,0.05,0.74,6,6,0
43,66073,MORTGAGE,10,EDUCATION,D,25343,21.78,0.38,N,18,0.08,0.46,9,3,0
26,27101,OWN,7,EDUCATION,C,5743,20.21,0.21,N,5,0.5,0.49,10,4,0
48,105350,MORTGAGE,28,EDUCATION,D,28528,12.39,0.27,N,21,0.54,0.59,3,2,0
53,53937,MORTGAGE,27,VENTURE,B,28386,18.27,0.53,N,33,0.28,0.64,11,5,0
31,85077,MORTGAGE,0,MEDICAL,C,36183,10.74,0.43,N,5,0.43,0.24,6,5,1
22,69531,OWN,2,PERSONAL,D,32085,9.0,0.46,Y,3,0.05,0.79,7,11,1
62,56877,RENT,10,EDUCATION,A,16313,6.97,0.29,Y,23,0.41,0.51,3,9,1
59,118422,RENT,33,MEDICAL,A,34477,13.87,0.29,N,34,0.51,0.13,2,4,0
56,20255,MORTGAGE,30,HOMEIMPROVEMENT,B,5656,18.87,0.28,N,23,0.48,0.78,3,2,0
61,43438,RENT,30,EDUCATION,E,22307,16.07,0.51,N,41,0.17,0.14,6,2,1
60,71885,RENT,23,HOMEIMPROVEMENT,A,46681,15.84,0.65,N,22,0.25,0.32,10,1,0
48,59019,RENT,11,HOMEIMPROVEMENT,C,5006,8.76,0.08,Y,27,0.46,0.58,13,5,1
62,140641,RENT,8,MEDICAL,B,25426,20.64,0.18,Y,22,0.46,0.24,6,10,1
22,110382,OWN,0,EDUCATION,B,12406,12.7,0.11,N,1,0.09,0.58,2,3,0
35,91765,OWN,10,PERSONAL,A,39311,16.2,0.43,N,12,0.21,0.66,5,2,0
41,122715,MORTGAGE,19,MEDICAL,B,22941,7.83,0.19,N,17,0.21,0.82,6,9,0
31,61832,MORTGAGE,4,PERSONAL,A,31523,8.62,0.51,N,5,0.15,0.3,14,9,0
29,51367,RENT,0,VENTURE,A,11106,11.5,0.22,N,7,0.09,0.54,2,11,0
48,75013,OWN,28,MEDICAL,A,43773,6.78,0.58,N,15,0.1,0.14,5,6,0
64,126379,MORTGAGE,25,HOMEIMPROVEMENT,C,21836,10.83,0.17,Y,33,0.1,0.56,6,3,0
56,29360,MORTGAGE,13,HOMEIMPROVEMENT,B,16993,16.68,0.58,N,34,0.23,0.23,3,4,0
33,108835,RENT,5,HOMEIMPROVEMENT,B,29927,12.52,0.27,N,11,0.32,0.89,1,6,0
38,30627,OWN,13,VENTURE,D,9433,12.17,0.31,N,2,0.43,0.47,7,11,1
25,124797,MORTGAGE,5,HOMEIMPROVEMENT,A,11759,10.24,0.09,Y,6,0.1,0.54,1,7,1
34,37197,MORTGAGE,14,PERSONAL,B,34550,11.03,0.93,Y,4,0.37,0.11,3,3,1
33,103768,OWN,0,MEDICAL,C,35790,8.62,0.34,N,14,0.27,0.6,9,2,0
49,74530,RENT,25,MEDICAL,B,3663,14.95,0.05,Y,26,0.46,0.87,12,11,1
55,118329,MORTGAGE,22,MEDICAL,B,37492,9.61,0.32,N,29,0.09,0.46,4,0,0
59,78053,MORTGAGE,7,MEDICAL,A,6530,12.68,0.08,N,37,0.43,0.33,8,10,0
27,32191,OWN,3,HOMEIMPROVEMENT,D,29947,13.25,0.93,N,4,0.15,0.54,12,7,1
44,134187,RENT,17,PERSONAL,C,39158,13.54,0.29,N,8,0.14,0.27,13,4,0
37,30846,RENT,11,EDUCATION,A,21502,13.5,0.7,N,5,0.37,0.54,3,9,0
41,149502,MORTGAGE,6,HOMEIMPROVEMENT,D,34333,6.59,0.23,N,6,0.12,0.93,9,7,1
58,99768,MORTGAGE,13,MEDICAL,A,15026,21.19,0.15,N,18,0.25,0.83,8,6,1
32,135584,OWN,6,VENTURE,D,22031,21.83,0.16,Y,1,0.19,0.59,6,9,1
59,97661,RENT,25,PERSONAL,A,21998,16.14,0.23,N,18,0.19,0.18,10,0,0
36,58071,MORTGAGE,12,MEDICAL,B,23258,11.22,0.4,N,12,0.32,0.73,4,7,0
33,122012,RENT,3,PERSONAL,E,35477,21.34,0.29,N,13,0.37,0.94,14,0,1
39,39935,OWN,0,PERSONAL,E,24027,9.32,0.6,Y,8,0.13,0.19,8,8,1
58,143765,OWN,17,VENTURE,C,31873,6.23,0.22,N,29,0.55,0.9,11,10,1
34,59339,MORTGAGE,13,HOMEIMPROVEMENT,B,38840,6.25,0.65,N,6,0.21,0.22,2,7,0
25,64078,RENT,0,MEDICAL,A,31445,21.67,0.49,N,5,0.31,0.18,5,6,1
63,88049,RENT,6,HOMEIMPROVEMENT,D,3801,13.37,0.04,Y,6,0.34,0.75,6,9,1
40,145648,MORTGAGE,16,HOMEIMPROVEMENT,A,44075,17.94,0.3,N,14,0.2,0.76,1,10,0
57,66976,OWN,2,HOMEIMPROVEMENT,A,26966,18.97,0.4,N,36,0.43,0.76,10,3,0
58,114805,RENT,3,VENTURE,D,38597,20.84,0.34,Y,36,0.13,0.68,5,4,1
33,107351,OWN,12,HOMEIMPROVEMENT,A,19089,10.9,0.18,Y,2,0.51,0.14,9,8,1
43,21134,MORTGAGE,19,MEDICAL,A,6119,9.97,0.29,N,14,0.2,0.31,8,10,0
57,20486,RENT,18,PERSONAL,E,15500,6.56,0.76,Y,26,0.48,0.11,13,0,1
51,74777,MORTGAGE,2,HOMEIMPROVEMENT,C,8354,15.03,0.11,N,3,0.17,0.41,4,6,0
38,70734,OWN,8,MEDICAL,A,9924,19.02,0.14,N,5,0.45,0.7,10,7,1
41,135357,OWN,12,PERSONAL,E,2283,21.95,0.02,N,5,0.36,0.55,9,3,0
53,51376,OWN,23,EDUCATION,A,5920,6.1,0.12,N,24,0.22,0.89,5,1,0
46,86940,MORTGAGE,25,EDUCATION,E,38869,13.53,0.45,N,10,0.45,0.54,13,10,1
34,148142,OWN,14,PERSONAL,A,43356,17.15,0.29,N,3,0.55,0.14,12,9,1
43,86770,RENT,13,HOMEIMPROVEMENT,D,38973,14.0,0.45,N,21,0.37,0.57,12,0,0
47,107858,MORTGAGE,19,VENTURE,B,6328,14.81,0.06,N,1,0.22,0.83,13,7,0
60,35434,RENT,31,EDUCATION,A,11233,11.92,0.32,N,36,0.27,0.55,2,7,0
48,127210,MORTGAGE,22,MEDICAL,D,28425,12.18,0.22,N,22,0.4,0.62,12,6,0
23,144457,RENT,4,PERSONAL,A,32910,17.59,0.23,Y,3,0.6,0.21,3,3,1
27,101244,RENT,7,PERSONAL,E,46368,9.55,0.46,N,8,0.16,0.53,8,5,0
53,73879,OWN,6,VENTURE,D,9720,20.98,0.13,Y,10,0.06,0.21,2,4,1
46,66501,RENT,5,PERSONAL,C,2269,19.8,0.03,N,22,0.23,0.88,10,5,0
57,120814,RENT,28,VENTURE,A,19033,9.12,0.16,N,2,0.39,0.64,6,1,0
32,115494,MORTGAGE,0,VENTURE,D,49319,21.07,0.43,N,10,0.44,0.48,14,4,1
